tags,visible,lon,lat,version,timestamp,id,changeset,depot,industrial,landuse,military,residential,osm_type,basin,construction,farmyard,grass,port,railway
"{""visible"":false,""name"":""Eames Plaza""}",,,,3,1324821505,49406375,,,,grass,,,way,,,,,,
"{""visible"":false,""name"":""Empty Lot""}",,,,2,1616406185,317667687,,,,grass,,,way,,,,,,
"{""visible"":false}",,,,1,1423656626,327569077,,,,grass,,,way,,,,,,
"{""visible"":false}",,,,1,1426853909,333821249,,,,grass,,,way,,,,,,
"{""visible"":false}",,,,1,1438086033,362762678,,,,grass,,,way,,,,,,
"{""visible"":false}",,,,2,1713425075,366292039,,,,grass,,,way,,,,,,
"{""visible"":false}",,,,3,1713425075,366306615,,,,grass,,,way,,,,,,
"{""visible"":false}",,,,2,1734449794,366641330,,,,grass,,,way,,,,,,
"{""visible"":false}",,,,2,1713425075,366774286,,,,grass,,,way,,,,,,
"{""visible"":false}",,,,2,1713425075,366774288,,,,grass,,,way,,,,,,
"{""visible"":false}",,,,2,1713425075,366774291,,,,grass,,,way,,,,,,
"{""visible"":false}",,,,2,1713425075,366774292,,,,grass,,,way,,,,,,
"{""visible"":false}",,,,2,1713425075,366774294,,,,grass,,,way,,,,,,
"{""visible"":false}",,,,2,1713425075,366774296,,,,grass,,,way,,,,,,
"{""visible"":false}",,,,2,1713425075,366774299,,,,grass,,,way,,,,,,
"{""visible"":false}",,,,2,1713425075,366774301,,,,grass,,,way,,,,,,
"{""visible"":false}",,,,2,1713425075,366774308,,,,grass,,,way,,,,,,
"{""visible"":false}",,,,2,1713425075,366774310,,,,grass,,,way,,,,,,
"{""visible"":false}",,,,2,1713425075,366774311,,,,grass,,,way,,,,,,
"{""visible"":false}",,,,2,1713425075,366774315,,,,grass,,,way,,,,,,
"{""visible"":false}",,,,2,1713425075,366774320,,,,grass,,,way,,,,,,
"{""visible"":false}",,,,2,1713425075,366774323,,,,grass,,,way,,,,,,
"{""visible"":false}",,,,2,1713425075,366774325,,,,grass,,,way,,,,,,
"{""visible"":false}",,,,2,1713425075,366774327,,,,grass,,,way,,,,,,
"{""visible"":false}",,,,2,1713425075,366774329,,,,grass,,,way,,,,,,
"{""visible"":false}",,,,2,1713425075,366774332,,,,grass,,,way,,,,,,
"{""visible"":false}",,,,2,1713425075,366774336,,,,grass,,,way,,,,,,
"{""visible"":false}",,,,2,1713425075,366774338,,,,grass,,,way,,,,,,
"{""visible"":false}",,,,3,1713425075,366774340,,,,grass,,,way,,,,,,
"{""visible"":false}",,,,2,1713425075,366774341,,,,grass,,,way,,,,,,
"{""visible"":false}",,,,2,1713425075,366774345,,,,grass,,,way,,,,,,
"{""visible"":false}",,,,2,1713425075,366774346,,,,grass,,,way,,,,,,
"{""visible"":false}",,,,2,1713425075,366774347,,,,grass,,,way,,,,,,
"{""visible"":false}",,,,2,1713425075,366774348,,,,grass,,,way,,,,,,
"{""visible"":false}",,,,2,1713425075,366774351,,,,grass,,,way,,,,,,
"{""visible"":false}",,,,2,1713425075,366774353,,,,grass,,,way,,,,,,
"{""visible"":false}",,,,2,1713425075,366774354,,,,grass,,,way,,,,,,
"{""visible"":false}",,,,2,1713425075,366774356,,,,grass,,,way,,,,,,
"{""visible"":false}",,,,2,1713425075,366774357,,,,grass,,,way,,,,,,
"{""visible"":false}",,,,2,1713425075,366774360,,,,grass,,,way,,,,,,
"{""visible"":false}",,,,2,1713425075,366774361,,,,grass,,,way,,,,,,
"{""visible"":false}",,,,2,1713425075,366774362,,,,grass,,,way,,,,,,
"{""visible"":false}",,,,2,1713425075,366774363,,,,grass,,,way,,,,,,
"{""visible"":false}",,,,2,1713425075,366774364,,,,grass,,,way,,,,,,
"{""visible"":false}",,,,2,1713425075,366774367,,,,grass,,,way,,,,,,
"{""visible"":false}",,,,2,1713425075,366774370,,,,grass,,,way,,,,,,
"{""visible"":false}",,,,2,1713425075,366774372,,,,grass,,,way,,,,,,
"{""visible"":false}",,,,2,1713425075,366774378,,,,grass,,,way,,,,,,
"{""visible"":false}",,,,2,1713425075,366774379,,,,grass,,,way,,,,,,
"{""visible"":false}",,,,2,1713425075,366774382,,,,grass,,,way,,,,,,
"{""visible"":false}",,,,2,1713425075,366774387,,,,grass,,,way,,,,,,
"{""visible"":false}",,,,2,1713425075,366774389,,,,grass,,,way,,,,,,
"{""visible"":false}",,,,2,1713425075,366774390,,,,grass,,,way,,,,,,
"{""visible"":false}",,,,2,1713425075,366774392,,,,grass,,,way,,,,,,
"{""visible"":false}",,,,2,1713425075,366774393,,,,grass,,,way,,,,,,
"{""visible"":false}",,,,2,1713425075,366774398,,,,grass,,,way,,,,,,
"{""visible"":false}",,,,2,1713425075,366774403,,,,grass,,,way,,,,,,
"{""visible"":false}",,,,2,1713425075,366774406,,,,grass,,,way,,,,,,
