tags,visible,lon,lat,version,timestamp,id,changeset,depot,industrial,landuse,military,residential,osm_type,basin,construction,farmyard,grass,port,railway
"{""visible"":false}",,,,8,1712122822,22826379,,,,residential,,,way,,,,,,
"{""visible"":false,""name"":""Sector 1""}",,,,2,1745126643,62531507,,,,residential,,,way,,,,,,
"{""visible"":false,""name"":""Sector 2""}",,,,1,1277157748,62531513,,,,residential,,,way,,,,,,
"{""visible"":false,""name"":""Sector 3""}",,,,1,1277157748,62531515,,,,residential,,,way,,,,,,
"{""visible"":false,""name"":""Sector 8""}",,,,1,1277159868,62553550,,,,residential,,,way,,,,,,
"{""visible"":false,""addr:city"":""Ahmedabad"",""addr:postcode"":""382424"",""alt_name"":""VGEC"",""amenity"":""college"",""name"":""Vishwakarma Government Engineering College, Chandkheda"",""phone"":""07923293866"",""website"":""https://vgecg.ac.in/"",""wikidata"":""Q7936043""}",,,,12,1722336544,118695847,,,,residential,,,way,,,,,,
"{""visible"":false,""name"":""Railway Colony""}",,,,3,1722339269,118696147,,,,residential,,rural,way,,,,,,
"{""visible"":false,""name"":""Adarsh Nagar""}",,,,2,1552989963,118696271,,,,residential,,,way,,,,,,
"{""visible"":false,""name"":""Adhikar Society""}",,,,2,1712913368,120327574,,,,residential,,,way,,,,,,
"{""visible"":false,""name"":""Abu Nagar""}",,,,1,1309801869,120327575,,,,residential,,,way,,,,,,
"{""visible"":false,""name"":""Pushkar-I Apartments""}",,,,1,1324885438,142748769,,,,residential,,,way,,,,,,
"{""visible"":false,""name"":""Kendriya Vihar, Bopal""}",,,,1,1341760604,170607714,,,,residential,,,way,,,,,,
"{""visible"":false,""name"":""Urjanagar-1 Society""}",,,,4,1731404954,239876591,,,,residential,,gated,way,,,,,,
"{""visible"":false,""name"":""Shivam Appartments""}",,,,5,1721658935,239945749,,,,residential,,rural,way,,,,,,
"{""visible"":false,""addr:city"":""Ahmedabad"",""addr:housenumber"":""Vastrapur Lake"",""addr:postcode"":""380054"",""addr:street"":""Sargam Marg"",""building:levels"":""4"",""name"":""Raviniketan Appartments""}",,,,4,1646243831,255198262,,,,residential,,,way,,,,,,
