lat,visible,version,tags,id,lon,changeset,timestamp,addr:city,addr:country,addr:full,addr:housenumber,addr:housename,addr:postcode,addr:place,addr:street,email,name,opening_hours,operator,phone,ref,url,website,amenity,atm,bank,bicycle_parking,bicycle_rental,bar,biergarten,building,building:levels,cafe,drinking_water,fast_food,fountain,fuel,internet_access,landuse,office,parking,police,post_office,restaurant,school,social_facility,source,start_date,taxi,wikipedia,agrarian,alcohol,bag,books,butcher,clothes,computer,craft,furniture,gas,hairdresser,kitchen,massage,medical_supply,motorcycle,organic,outdoor,pet,religion,second_hand,shoes,shop,swimming_pool,trade,wholesale,attraction,camp_site,guest_house,hostel,information,museum,tourism,viewpoint,zoo,osm_type,spa,fireplace,fishing,security,water
23.0137058,False,2,,3306683248,72.559847,0.0,1526751469,,,,,,,,,,HDFC Bank Paldi Branch,,,,,,,bank,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,node,,,,,
23.026296,False,1,,3306683249,72.5819103,0.0,1422052042,,,,,,,,,,HDFC Bank Relief Road Branch,,,,,,,bank,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,node,,,,,
23.0388835,False,2,"{""brand"":""Yes Bank"",""brand:wikidata"":""Q2040394"",""operator:wikidata"":""Q2040394""}",3306683611,72.5880366,0.0,1716372522,,,,,,,,,,,,Yes Bank,,,,,atm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,node,,,,,
23.0835179,False,4,"{""brand"":""HDFC"",""brand:wikidata"":""Q631047"",""brand:wikipedia"":""en:HDFC Bank"",""short_name"":""HDFC""}",3500459657,72.5909029,0.0,1537291936,,,,,,,,,,HDFC Bank,,,,,,https://www.hdfcbank.com,bank,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,node,,,,,
23.0834501,False,1,,3500459659,72.5888148,0.0,1430895044,,,,,,,,,,Gol Bank,,,,,,,bank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,node,,,,,
23.0825491,False,4,"{""brand:wikidata"":""Q2003797"",""brand:wikipedia"":""en:Bank of Baroda"",""name:en"":""Bank of Baroda"",""short_name"":""BoB""}",3500459666,72.5900739,0.0,1556963440,,,,,,,,,,Bank of Baroda,,,,,,http://www.bankofbaroda.com,bank,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,node,,,,,
23.0140747,False,2,,3774861432,72.5285852,0.0,1513430766,,,,,,,,,,saswat bank,,,,,,,bank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,node,,,,,
23.0098902,False,4,"{""brand"":""HDFC"",""brand:wikidata"":""Q631047"",""brand:wikipedia"":""en:HDFC Bank"",""short_name"":""HDFC""}",3808256134,72.5465809,0.0,1537291934,,,,,,,,,,HDFC Bank,,,,,,https://www.hdfcbank.com,bank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,node,,,,,
23.0526603,False,1,,4127286289,72.5568708,0.0,1460865810,,,,3,,,,shiv-sankalp soc. amikunj cross road,,canera bank,,,,,,,bank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,node,,,,,
23.0119649,False,5,"{""brand"":""Yes Bank"",""brand:wikidata"":""Q2040394"",""brand:wikipedia"":""en:Yes Bank"",""name:en"":""YES Bank""}",4254427889,72.5130175,0.0,1662882035,,,,,,380015,,100 Ft. Road,,Yes Bank,,,,,,https://www.yesbank.in,bank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,node,,,,,
23.0462917,False,5,"{""brand"":""State Bank of India"",""brand:wikidata"":""Q1340361"",""brand:wikipedia"":""en:State Bank of India"",""short_name"":""SBI""}",4341542319,72.6409003,0.0,1686198616,,,,,,382345,,Hirawadi,,State Bank of India,,,,,,,bank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,node,,,,,
22.9713508,False,4,"{""brand:wikidata"":""Q3595747"",""brand:wikipedia"":""en:Dena Bank"",""name:en"":""Dena Bank""}",4358515492,72.6273272,0.0,1541146391,,,,,,,,Swami Bapa Smruti Mandir Road,,Dena Bank,,,,,,http://www.denabank.com,bank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,node,,,,,
23.0384792,False,5,"{""brand:wikidata"":""Q2040404"",""brand:wikipedia"":""en:Kotak Mahindra Bank"",""name:en"":""Kotak Mahindra Bank""}",4358562490,72.5692563,0.0,1778353781,,,,,,,,Ashram Road,,Kotak Mahindra Bank,,,,,,https://www.kotak.com/,bank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,node,,,,,
22.9623509,False,5,"{""brand"":""HDFC"",""brand:wikidata"":""Q631047"",""brand:wikipedia"":""en:HDFC Bank"",""short_name"":""HDFC""}",4422048291,72.6326626,0.0,1705309622,,,,,,,,,,HDFC bank,,,,,,https://www.hdfcbank.com,bank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,node,,,,,
23.0478082,False,1,,4445025089,72.5269346,0.0,1476333631,,,,,,,,,,,,Axis Bank,,,,,atm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,node,,,,,
23.0478572,False,2,,4445025489,72.526783,0.0,1478506288,,,,,,,,,,Bank of Baroda,,Bank of Baroda,,,,,atm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,node,,,,,
23.0142393,False,1,,4456641892,72.5935884,0.0,1476979664,,,,,,,,,,,,Gita mandir,,,,,atm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,node,,,,,
23.0353395,False,3,"{""currency:INR"":""yes""}",4633783889,72.5429261,0.0,1501007865,Ahmedabad,,,Gujarat University,,380009,,Gujarat University Internal Road,,State Bank Of India,24/7,SBI ATM,,,,,atm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,node,,,,,
23.072579,False,1,,4715930893,72.5539414,0.0,1488596648,,,,,,,,Ghatlodia,,,,,,,,,bank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,node,,,,,
23.0176502,False,2,"{""brand"":""ICICI Bank"",""brand:wikidata"":""Q1653258"",""currency:others"":""yes"",""operator:wikidata"":""Q1653258"",""short_name"":""ICICI""}",4718600962,72.4754529,0.0,1661272696,,,,,,,,,,ICICI Bank,,ICICI Bank,,,,,atm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,node,,,,,
23.0172484,False,2,"{""brand"":""HDFC Bank"",""brand:wikidata"":""Q631047"",""operator:wikidata"":""Q631047"",""short_name"":""HDFC""}",4718603128,72.4758126,0.0,1661272696,,,,,,,,,,HDFC Bank,,HDFC Bank,,,,,atm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,node,,,,,
23.017059,False,2,"{""brand"":""Axis Bank"",""brand:wikidata"":""Q2003549"",""operator:wikidata"":""Q2003549""}",4718608363,72.4760216,0.0,1661272696,,,,,,,,,,Axis Bank,,Axis Bank,,,,,atm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,node,,,,,
23.0257545,False,1,,4762313976,72.5251753,0.0,1490809358,,,,,,,,,,,,The amdavad distric co-operative bank ltd,,,,,atm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,node,,,,,
23.0804261,False,4,"{""brand:wikidata"":""Q1340361"",""brand:wikipedia"":""en:State Bank of India"",""name:en"":""State Bank of India"",""short_name"":""SBI""}",4794246528,72.5744422,0.0,1572265570,,,,,,,,,,State Bank of India,,,,,,,bank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,node,,,,,
23.0708588,False,1,,4794252822,72.5768807,0.0,1492212156,,,,,,,,,,,24/7,SBI,,,,,atm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,node,,,,,
23.0707904,False,1,,4794252823,72.576858,0.0,1492212157,,,,,,,,,,,24/7,Canara Bank,,,,,atm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,node,,,,,
23.0794785,False,1,,4794252825,72.5709062,0.0,1492212161,,,,,,,,,,,24/7,IDBI,,,,,atm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,node,,,,,
23.0798606,False,1,,4794252826,72.5687465,0.0,1492212162,,,,,,,,,,,24/7,ICICI,,,,,atm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,node,,,,,
23.0721014,False,1,,4794252827,72.5675918,0.0,1492212163,,,,,,,,,,,24/7,Bank of India,,,,,atm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,node,,,,,
23.0786893,False,1,,4794252828,72.5782479,0.0,1492212165,,,,,,,,,,,24/7,Bank of Baroda,,,,,atm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,node,,,,,
23.07632,False,1,,4794253021,72.5670756,0.0,1492212163,,,,,,,,,,,24/7,Axis,,,,,atm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,node,,,,,
23.0677939,False,1,,4794253022,72.5725289,0.0,1492212164,,,,,,,,,,,24/7,SBI,,,,,atm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,node,,,,,
23.1282051,False,2,,5165010877,72.5439614,0.0,1564605424,,,,,,,,,,Kalupur Cooperative Commercial BANK,,,,,,,bank,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,node,,,,,
23.0262784,False,2,"{""brand"":""State Bank of India"",""brand:wikidata"":""Q1340361"",""brand:wikipedia"":""en:State Bank of India"",""short_name"":""SBI""}",5545191843,72.482714,0.0,1633166409,,,,,,380058,,Ambli Bopal Road,,State Bank of India,,,,,,,bank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,node,,,,,
23.1872819,False,2,"{""branch"":""Trimandir Branch"",""brand"":""State Bank of India"",""brand:wikidata"":""Q1340361"",""brand:wikipedia"":""en:State Bank of India"",""description"":""13476"",""drive_through"":""no"",""short_name"":""SBI""}",5546134532,72.5731675,0.0,1637266436,Adalaj,,,"SHOP NO. G/6-7-8, AMBA BUSINESS PARK",,382421,,Amba Township Main Road,sbi.13476@sbi.co.in,State Bank of India,,State Bank of India,7923970200,,,,bank,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,node,,,,,
23.0317286,False,1,,5711631773,72.4580324,0.0,1529679853,,,,,,,,,,ATM HDFC Bank,,,,,,,atm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,node,,,,,
23.1952986,False,2,"{""description"":""Significant branch office of State Bank of India.""}",6113414381,72.6146307,0.0,1545134756,Gandhinagar,,,,,382421,,Sarthak Mall,,State Bank of India,,,,,,,bank,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,node,,,,,
22.9950448,False,1,,6263502085,72.6022845,0.0,1549535837,,,,,,380008,,"Jhawarchowck, Maninagar",,Indusland Bank,Mo-Sa 09:00-18:00,,,,,,bank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,node,,,,,
22.9950529,False,1,,6263502185,72.6022554,0.0,1549535839,,,,,,,,,,,24/7,Indusland Bank ATM,,,,,atm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,node,,,,,
23.0132724,False,3,,6782649985,72.5298603,0.0,1731468648,,,,,,380015,,132 Ft. Ring Road,,SBI,,,,,,,bank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,node,,,,,
23.013352,False,3,,6782650085,72.5298603,0.0,1731468653,,,,,,380015,,,,Bank of Baroda,,,,,,,bank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,node,,,,,
23.016933,False,2,"{""brand"":""Union Bank of India"",""brand:wikidata"":""Q2004078""}",6992389930,72.4729214,0.0,1777526658,,,,,,,,,,Union Bank of India,,,,,,,bank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,node,,,,,
23.0168635,False,2,"{""brand"":""State Bank of India"",""brand:wikidata"":""Q1340361"",""brand:wikipedia"":""en:State Bank of India"",""short_name"":""SBI""}",6992389931,72.4725529,0.0,1661272696,,,,,,,,,,State Bank of India,,SBI,,,,,bank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,node,,,,,
23.0168689,False,1,"{""cash_in"":""yes"",""currency:INR"":""yes""}",6992389932,72.4725616,0.0,1574253282,,,,,,,,,,,,State Bank of India SBI,,,,,atm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,node,,,,,
23.0457257,False,1,"{""brand"":""Axis Bank"",""brand:wikidata"":""Q2003549"",""brand:wikipedia"":""en:Axis Bank"",""drive_through"":""no""}",8815159955,72.5523509,0.0,1623170980,,,,,,,,,,"Axis Bank, Memnagar Branch",,,,,,,bank,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,node,,,,,
22.9767643,False,1,,9653262917,72.6209643,0.0,1649487990,,,,,,,,,,,24/7,Axis Bank,,,,,atm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,node,,,,,
23.1966118,False,1,"{""addr:district"":""Gandhinagar"",""brand"":""IDBI"",""drive_through"":""no""}",11309211077,72.6318002,0.0,1699003285,Gandhinagar,,,"Super Mall - Infocity Near Gh ""0"" Circle",,382009,,Gandhinagar-Sarkhej Highway,,IDBI Bank,,IDBI,,,,,bank,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,node,,,,,
23.0747717,False,1,"{""brand"":""IndusInd Bank"",""brand:wikidata"":""Q2040323"",""operator:wikidata"":""Q2040323""}",11545552868,72.6235194,0.0,1706087539,,,,,,,,,,Indusind Bank ATM,,IndusInd Bank,,,,,atm,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,node,,,,,
23.0725319,False,1,,11545595769,72.6206597,0.0,1706087539,,,,,,,,,,Dena Bank ATM,,,,,,,atm,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,node,,,,,
22.982501,False,1,"{""brand"":""State Bank of India"",""brand:wikidata"":""Q1340361"",""operator:wikidata"":""Q1340361"",""short_name"":""SBI""}",12326909488,72.6031889,0.0,1731165179,,,,,,,,,,,,State Bank of India,,,,,atm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,node,,,,,
23.0505708,False,1,"{""branch"":""Thaltej HNI"",""brand"":""Bank of Baroda"",""level"":""0"",""operator:wikidata"":""Q2003797""}",12827753534,72.5001224,0.0,1746945191,,,,,,,,,,,,Bank of Baroda,,,,,atm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,node,,,,,
23.0506197,False,1,"{""branch"":""Thaltej"",""brand"":""HDFC Bank"",""short_name"":""HDFC""}",12827753535,72.4995644,0.0,1746945191,,,,,,,,,,HDFC Bank,,,,,,,bank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,node,,,,,
23.05057,False,1,"{""branch"":""Thaltej HNI"",""brand"":""Bank of Baroda""}",12827753537,72.5000671,0.0,1746945191,,,,,,,,,,Bank of Baroda,,,,,,,bank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,node,,,,,
23.0502369,False,1,"{""branch"":""Thaltej"",""brand"":""State Bank of India"",""level"":""0"",""short_name"":""SBI""}",12827753538,72.4985842,0.0,1746945191,Ahmedabad,,,,,,,,,State Bank of India,,,,,,,bank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,node,,,,,
23.0502383,False,1,"{""brand"":""State Bank of India"",""operator:wikidata"":""Q1340361""}",12827753539,72.4985353,0.0,1746945191,,,,,,,,,,,,State Bank of India,,,,,atm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,node,,,,,
23.007867,False,1,"{""brand"":""HDFC Bank"",""brand:wikidata"":""Q631047"",""brand:wikipedia"":""en:HDFC Bank"",""survey:date"":""2025-05-06""}",12848354131,72.4544201,0.0,1747639766,,,,,,,,,,HDFC Bank,,,,,,,bank,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,node,,,,,
23.0836123,False,3,"{""currency:rupee"":""yes"",""drive_through"":""no"",""not:brand:wikidata"":""Q1340361""}",13941764508,72.6495632,0.0,1781526506,,,,,,,,,,,24/7,SBI ATM,,,,,atm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,node,,,,,
,False,4,,327200043,,,1731468760,,,,,,,,,,The Reserve Bank of India,,Government of India,,,,,bank,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,way,,,,,
,False,1,"{""brand"":""Bank of Baroda"",""brand:wikidata"":""Q2003797"",""brand:wikipedia"":""en:Bank of Baroda"",""drive_through"":""no""}",754019042,,,1575904823,Ahmedabad,,,,,380008,,"Lala Lajpat Rai Marg, Maninagar Char Rasta",manina@bankofbaroda.com,Bank of Baroda,,,,,,https://www.bankofbaroda.in/,bank,yes,,,,,,commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,way,,,,,
,False,3,"{""brand"":""ICICI Bank"",""brand:wikidata"":""Q1653258"",""brand:wikipedia"":""en:ICICI Bank"",""building:colour"":""white"",""building:material"":""plaster"",""roof:material"":""concrete"",""roof:shape"":""flat"",""short_name"":""ICICI""}",968525629,,,1721816587,,,,,,,,,,ICICI Bank,,,,,,,bank,,,,,,,commercial,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,way,,,,,
