lat,visible,version,tags,id,lon,changeset,timestamp,addr:city,addr:country,addr:full,addr:housenumber,addr:housename,addr:postcode,addr:place,addr:street,email,name,opening_hours,operator,phone,ref,url,website,amenity,atm,bank,bicycle_parking,bicycle_rental,bar,biergarten,building,building:levels,cafe,drinking_water,fast_food,fountain,fuel,internet_access,landuse,office,parking,police,post_office,restaurant,school,social_facility,source,start_date,taxi,wikipedia,agrarian,alcohol,bag,books,butcher,clothes,computer,craft,furniture,gas,hairdresser,kitchen,massage,medical_supply,motorcycle,organic,outdoor,pet,religion,second_hand,shoes,shop,swimming_pool,trade,wholesale,attraction,camp_site,guest_house,hostel,information,museum,tourism,viewpoint,zoo,osm_type,spa,fireplace,fishing,security,water
23.1023628,False,1,,1349429275,72.5702646,0.0,1309801074,,,,,,,,,,D-cabin,,,,,,,bus_station,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,node,,,,,
23.101524,False,1,,1349429278,72.576519,0.0,1309801074,,,,,,,,,,Vallabhpark,,,,,,,bus_station,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,node,,,,,
23.0355882,False,2,,3161575026,72.5641854,0.0,1507118245,,,,,,,,,,Navrangpura,,AMTS,,,,,bus_station,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,node,,,,,
22.99746,False,2,,3333487128,72.6259649,0.0,1473740690,,,,,,,,,,Maninagar Bus stop,,,,,,,bus_station,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,node,,,,,
22.9986995,False,2,,3333942359,72.6109437,0.0,1423226659,,,,,,,,,,Maninagar Railway Station,,,,,,,bus_station,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,node,,,,,
23.0770964,False,4,"{""addr:district"":""Ahmedabad"",""bus"":""yes"",""network"":""AMTS"",""public_transport"":""station""}",3335600154,72.6558075,0.0,1781455698,Ahmedabad,,,,,,,,,Krishna Nagar Bus Statiom,,"AMTS, Janmarg BRTS",,,,,bus_station,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,node,,,,,
23.0218734,False,5,"{""bus"":""yes"",""name:en"":""Kalupur Bus stop"",""public_transport"":""station""}",3336777167,72.5984903,0.0,1623945576,,,,,,,,Gandhi Road,,Ahmedabad,,,,,,,bus_station,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,node,,,,,
23.0241902,False,3,"{""bus"":""yes"",""public_transport"":""station"",""wikidata"":""Q4696119""}",3355794772,72.5785562,0.0,1623945576,,,,,,,,,,Lal Darwaja AMTS Bus Stop,,Ahmedabad Municipal Transport Service,,,,,bus_station,,,,,,,,,,,,,,,,,,,,,,,,,,en:Ahmedabad Municipal Transport Service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,node,,,,,
23.0544365,False,2,"{""name:en"":""Meghaninagar Char Rasta""}",4460015489,72.61801,0.0,1571960694,,,,,,,,,,Meghaninagar Char Rasta,,,,,,,bus_stop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,node,,,,,
23.0024253,False,1,"{""bus"":""yes"",""public_transport"":""station""}",5540117738,72.5928352,0.0,1523274590,,,,,,,,,,Kankaria Telephone exchange,,"BRTS, Ahmedabad",,,,,bus_station,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,node,,,,,
23.030556,False,1,,5711634722,72.4501878,0.0,1529679994,,,,,,,,,,AMTS Ghuma Bus terminal,,,,,,,bus_station,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,node,,,,,
23.0430359,False,2,"{""bus"":""yes"",""name:ko"":""Bus stand(from Jodhpur)"",""public_transport"":""station""}",7020233387,72.5895319,0.0,1716372522,,,,,,,,,,,,,,,,,bus_station,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,node,,,,,
23.0340108,False,1,,8153542476,72.4641074,0.0,1606115328,,,,,,,,,,Bopal gam,,,,,,,bus_station,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,node,,,,,
23.0323222,False,1,,8153545458,72.4691519,0.0,1606115380,,,,,,,,,,Sterling City,,,,,,,bus_station,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,node,,,,,
,False,8,,37231778,,,1423341126,,,,,,,,,,Gita Mandir Bus Station,,Gujarat State Road Transport Corporation,,,,http://www.gsrtc.in/site/,bus_station,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,way,,,,,
,False,2,"{""bus"":""yes"",""public_transport"":""station""}",314450134,,,1688975740,,,,,,,,,,Gujarat State Road Transport Corporation | Bus Station | Gita Mandir,,Gujarat State Road Transport Corporation,,,,http://www.gsrtc.in/site/,bus_station,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,way,,,,,
,False,2,,323895527,,,1712915121,,,,,,,,,,Nava vadej bus stop,,,,,,,bus_station,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,way,,,,,
,False,3,"{""bus"":""yes"",""public_transport"":""station""}",328553143,,,1716378776,,,,,,,,,,Helmet Cross Roads Bus Station,,,,,,,bus_station,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,way,,,,,
,False,3,,328733432,,,1705018889,,,,,,,,,,Vasna Bus Station,,,,,,,bus_station,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,way,,,,,
,False,3,"{""bus"":""yes"",""public_transport"":""station""}",328753119,,,1709298464,,,,,,,,,,Lal Darwaja AMTS Bus Stop,,,,,,,bus_station,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,way,,,,,
,False,2,"{""bus"":""yes"",""layer"":""1"",""public_transport"":""station""}",378473414,,,1716378776,,,,,,,,,,Parasnagar BRTS stand,,,,,,,bus_station,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,way,,,,,
,False,4,"{""bus"":""yes"",""public_transport"":""station""}",378473566,,,1716378776,,,,,,,,,,Sola cross road BRTS stand,,,,,,,bus_station,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,way,,,,,
,False,5,"{""building:colour"":""lightgrey"",""building:material"":""plaster"",""roof:colour"":""lightgrey"",""roof:material"":""tar_paper"",""roof:shape"":""flat""}",451501638,,,1731468780,,,,,,,,,,Ranip GSRTC,,,,,,,bus_station,,,,,,,commercial,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,way,,,,,
,False,2,,551617841,,,1731700189,,,,,,,,,,Shivranjani,,,,,,,bus_station,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,way,,,,,
,False,2,"{""bench"":""yes"",""bus"":""yes"",""network"":""BRTS"",""public_transport"":""station"",""shelter"":""yes"",""wheelchair"":""yes""}",972959138,,,1638037106,,,,,,,,,,Iskcon Cross Road BRTS,,Ahmedabad Janmarg Ltd.,,,,,bus_station,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,way,,,,,
,False,1,"{""bus"":""yes"",""network"":""BRTS"",""public_transport"":""station""}",972959139,,,1628887781,,,,,,,,,,Ashok Vatika BRTS,,Ahmedabad Janmarg Ltd.,,,,,bus_station,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,way,,,,,
,False,1,"{""bus"":""yes"",""network"":""BRTS"",""public_transport"":""station""}",972959140,,,1628887781,,,,,,,,,,Jaintilal Park BRTS,,Ahmedabad Janmarg Ltd.,,,,,bus_station,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,way,,,,,
,False,1,"{""bus"":""yes"",""network"":""BRTS"",""public_transport"":""station""}",972959141,,,1628887781,,,,,,,,,,Swagat Bunglows BRTS,,Ahmedabad Janmarg Ltd.,,,,,bus_station,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,way,,,,,
,False,1,"{""bus"":""yes"",""network"":""BRTS"",""public_transport"":""station""}",972959142,,,1628887781,,,,,,,,,,Ambli Gam BRTS,,Ahmedabad Janmarg Ltd.,,,,,bus_station,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,way,,,,,
,False,1,"{""bench"":""yes"",""bus"":""yes"",""network"":""BRTS"",""public_transport"":""station"",""shelter"":""yes""}",972959143,,,1628887781,,,,,,,,,,Bopal Appoach BRTS,,Ahmedabad Janmarg Ltd.,,,,,bus_station,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,way,,,,,
,False,1,"{""bus"":""yes"",""public_transport"":""station""}",1015046805,,,1640348378,,,,,,,,,,Naroda Gam,,,,,,,bus_station,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,way,,,,,
