lat,visible,version,tags,id,lon,changeset,timestamp,addr:city,addr:country,addr:full,addr:housenumber,addr:housename,addr:postcode,addr:place,addr:street,email,name,opening_hours,operator,phone,ref,url,website,amenity,atm,bank,bicycle_parking,bicycle_rental,bar,biergarten,building,building:levels,cafe,drinking_water,fast_food,fountain,fuel,internet_access,landuse,office,parking,police,post_office,restaurant,school,social_facility,source,start_date,taxi,wikipedia,agrarian,alcohol,bag,books,butcher,clothes,computer,craft,furniture,gas,hairdresser,kitchen,massage,medical_supply,motorcycle,organic,outdoor,pet,religion,second_hand,shoes,shop,swimming_pool,trade,wholesale,attraction,camp_site,guest_house,hostel,information,museum,tourism,viewpoint,zoo,osm_type,spa,fireplace,fishing,security,water
22.9936417,False,4,"{""cuisine"":""indian""}",440339381,72.5357058,0.0,1401369824,,,,,,,,,,Vishala,,,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,node,,,,,
23.0042051,False,2,,440339389,72.5397742,0.0,1248963194,,,,,,,,,,Rajvadu Restaurant,,,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,node,,,,,
23.0648296,False,1,,611573353,72.5821405,0.0,1263197409,,,,,,,,,,,,,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,node,,,,,
23.0227338,False,2,,632066507,72.5920852,0.0,1265559433,,,,,,,,,,Mangaldas Ni Haveli,,,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,node,,,,,
23.0317635,False,3,"{""brand"":""McDonald's"",""brand:pa"":""\u0A2E\u0A48\u0A15\u0A21\u0A4B\u0A28\u0A32\u0A21\u2019\u0A1C\u0A3C"",""brand:ur"":""\u0645\u06A9\u0688\u0648\u0646\u0644\u0688\u0632"",""brand:wikidata"":""Q38076"",""brand:wikipedia"":""en:McDonald's"",""brand:wikipedia:pa"":""\u0A2E\u0A48\u0A15\u0A21\u0A4B\u0A28\u0A32\u0A21\u2019\u0A1C\u0A3C"",""brand:wikipedia:ur"":""\u0645\u06A9\u0688\u0648\u0646\u0644\u0688\u0632"",""cuisine"":""burger"",""name:pa"":""\u0A2E\u0A48\u0A15\u0A21\u0A4B\u0A28\u0A32\u0A21\u2019\u0A1C\u0A3C"",""name:ur"":""\u0645\u06A9\u0688\u0648\u0646\u0644\u0688\u0632""}",695666626,72.5701852,0.0,1644179856,,,,,,,,,,McDonald's,,,,,,,fast_food,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,node,,,,,
23.0422876,False,1,,695666627,72.5699576,0.0,1271184380,,,,,,,,,,Cyber Cafe,,,,,,,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,node,,,,,
23.0410467,False,1,,1313805176,72.5485619,0.0,1307338457,,,,,,,,,,Cafe Souq,,,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,node,,,,,
23.0407234,False,2,"{""cost:coffee"":""$3""}",1313805177,72.5485324,0.0,1417716167,,,,,,,,,,Chocolate Room,,,,,,,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,node,,,,,
23.0427079,False,2,"{""cost:coffee"":""$2""}",1313805178,72.5494685,0.0,1417716185,,,,,,,,,,"Barrista, Vijay 4 Roads",,,,,,,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,node,,,,,
23.0312796,False,2,"{""cost:coffee"":""$2""}",1313805179,72.5493907,0.0,1417716102,,,,,,,,,,Cafe Coffee Day,,,,,,,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,node,,,,,
