construction,disused,light_rail,monorail,railway,station,subway,id,timestamp,version,tags,osm_type
,,,,rail,,,29325774,1662018372,26,"{""visible"":false,""electrified"":""contact_line"",""frequency"":""50"",""gauge"":""1676"",""name"":""Western Railway Line"",""passenger_lines"":""2"",""usage"":""main"",""voltage"":""25000""}",way
,,,,rail,,,29340512,1738577702,19,"{""visible"":false,""electrified"":""contact_line"",""frequency"":""50"",""gauge"":""1676"",""historic:gauge"":""1000"",""passenger_lines"":""1"",""usage"":""main"",""voltage"":""25000""}",way
,,,,rail,,,29361921,1594559218,20,"{""visible"":false,""electrified"":""contact_line"",""frequency"":""50"",""gauge"":""1676"",""name"":""Western Railway Line"",""note"":""The Operator of the railway line is Indian Railways"",""usage"":""main"",""voltage"":""25000""}",way
,,,,rail,,,29362763,1762770412,45,"{""visible"":false,""electrified"":""contact_line"",""frequency"":""50"",""gauge"":""1676"",""name"":""Western Railway Line"",""passenger_lines"":""2"",""usage"":""main"",""voltage"":""25000""}",way
,,,,rail,,,29362764,1735817626,8,"{""visible"":false,""bridge"":""yes"",""electrified"":""contact_line"",""frequency"":""50"",""gauge"":""1676"",""layer"":""1"",""usage"":""main"",""voltage"":""25000""}",way
,,,,rail,,,29362789,1767338251,27,"{""visible"":false,""gauge"":""1676"",""name"":""Western Railway Line"",""passenger_lines"":""1"",""usage"":""branch""}",way
,,,,rail,,,29362792,1745849234,6,"{""visible"":false,""electrified"":""contact_line"",""frequency"":""50"",""gauge"":""1676"",""passenger_lines"":""1"",""usage"":""main"",""voltage"":""25000""}",way
,,,,rail,,,29362868,1684192602,9,"{""visible"":false,""service"":""spur""}",way
,,,,rail,,,29362875,1684192602,8,"{""visible"":false,""service"":""spur""}",way
,,,,rail,,,29362887,1722420788,7,"{""visible"":false,""bridge"":""yes"",""electrified"":""contact_line"",""frequency"":""50"",""gauge"":""1676"",""passenger_lines"":""1"",""usage"":""main"",""voltage"":""25000""}",way
,,,,rail,,,29362888,1722420788,9,"{""visible"":false,""electrified"":""contact_line"",""frequency"":""50"",""gauge"":""1676"",""passenger_lines"":""1"",""usage"":""main"",""voltage"":""25000""}",way
,,,,rail,,,29362911,1731037871,18,"{""visible"":false,""electrified"":""contact_line"",""frequency"":""50"",""gauge"":""1676"",""passenger_lines"":""2"",""usage"":""main"",""voltage"":""25000""}",way
,,,,abandoned,,,29363001,1638038881,4,"{""visible"":false}",way
,,,,rail,,,29373666,1740997891,14,"{""visible"":false,""electrified"":""contact_line"",""frequency"":""50"",""gauge"":""1676"",""passenger_lines"":""2"",""usage"":""main"",""voltage"":""25000""}",way
,,,,rail,,,29373673,1722420788,6,"{""visible"":false,""electrified"":""contact_line"",""frequency"":""50"",""gauge"":""1676"",""passenger_lines"":""1"",""usage"":""main"",""voltage"":""25000""}",way
,,,,rail,,,29383312,1745849234,8,"{""visible"":false,""gauge"":""1676"",""service"":""spur""}",way
,,,,rail,,,29384586,1722420788,13,"{""visible"":false,""electrified"":""contact_line"",""embankment"":""yes"",""frequency"":""50"",""gauge"":""1676"",""operator"":""Indian Railways"",""passenger_lines"":""1"",""usage"":""main"",""voltage"":""25000""}",way
,,,,rail,,,29493003,1722420788,16,"{""visible"":false,""electrified"":""contact_line"",""frequency"":""50"",""gauge"":""1676"",""passenger_lines"":""1"",""usage"":""main"",""voltage"":""25000""}",way
,,,,rail,,,62333014,1722421900,9,"{""visible"":false,""gauge"":""1676"",""passenger_lines"":""1"",""usage"":""branch""}",way
,,,,rail,,,62409950,1620934297,10,"{""visible"":false,""electrified"":""contact_line"",""frequency"":""50"",""gauge"":""1676"",""passenger_lines"":""2"",""usage"":""main"",""voltage"":""25000""}",way
,,,,rail,,,62410026,1620934297,8,"{""visible"":false,""electrified"":""contact_line"",""frequency"":""50"",""gauge"":""1676"",""passenger_lines"":""2"",""usage"":""main"",""voltage"":""25000""}",way
,,,,rail,,,62518641,1722420788,7,"{""visible"":false,""electrified"":""contact_line"",""frequency"":""50"",""gauge"":""1676"",""operator"":""Indian Railways"",""passenger_lines"":""1"",""usage"":""main"",""voltage"":""25000""}",way
,,,,rail,,,104568374,1745849234,21,"{""visible"":false,""electrified"":""contact_line"",""frequency"":""50"",""gauge"":""1676"",""historic:gauge"":""1000"",""passenger_lines"":""1"",""usage"":""main"",""voltage"":""25000""}",way
,,,,rail,,,104568393,1745849234,7,"{""visible"":false,""gauge"":""1676"",""service"":""yard""}",way
,,,,rail,,,104569304,1745849234,6,"{""visible"":false,""gauge"":""1676"",""service"":""yard""}",way
,,,,rail,,,141200056,1783147977,18,"{""visible"":false,""gauge"":""1676"",""passenger_lines"":""1"",""usage"":""branch""}",way
,,,,rail,,,178823754,1738577702,14,"{""visible"":false,""electrified"":""contact_line"",""frequency"":""50"",""gauge"":""1676"",""historic:gauge"":""1000"",""passenger_lines"":""1"",""usage"":""main"",""voltage"":""25000""}",way
,,,,rail,,,178823757,1749635139,29,"{""visible"":false,""gauge"":""1676"",""passenger_lines"":""1"",""usage"":""branch""}",way
,,,,rail,,,185804945,1745849234,9,"{""visible"":false,""gauge"":""1676"",""name"":""Western Railway Line"",""passenger_lines"":""1"",""usage"":""branch""}",way
,,,,rail,,,227373877,1745849234,23,"{""visible"":false,""electrified"":""contact_line"",""frequency"":""50"",""gauge"":""1676"",""passenger_lines"":""2"",""usage"":""main"",""voltage"":""25000""}",way
,,,,rail,,,227383047,1740997891,15,"{""visible"":false,""electrified"":""contact_line"",""frequency"":""50"",""gauge"":""1676"",""passenger_lines"":""2"",""usage"":""main"",""voltage"":""25000""}",way
,,,,rail,,,227383051,1745849234,10,"{""visible"":false,""electrified"":""contact_line"",""frequency"":""50"",""gauge"":""1676"",""passenger_lines"":""2"",""usage"":""main"",""voltage"":""25000""}",way
,,,,rail,,,227383052,1627766176,5,"{""visible"":false,""electrified"":""contact_line"",""frequency"":""50"",""gauge"":""1676"",""layer"":""1"",""service"":""siding"",""voltage"":""25000""}",way
,,,,rail,,,227383053,1745849234,13,"{""visible"":false,""electrified"":""contact_line"",""frequency"":""50"",""gauge"":""1676"",""name"":""Western Railway Line"",""passenger_lines"":""2"",""usage"":""main"",""voltage"":""25000""}",way
,,,,rail,,,227383054,1612278861,8,"{""visible"":false,""gauge"":""1676"",""service"":""spur""}",way
,,,,rail,,,227385816,1762770412,41,"{""visible"":false,""electrified"":""contact_line"",""frequency"":""50"",""gauge"":""1676"",""passenger_lines"":""2"",""usage"":""main"",""voltage"":""25000""}",way
,,,,rail,,,227385817,1662018372,4,"{""visible"":false,""electrified"":""contact_line"",""frequency"":""50"",""gauge"":""1676"",""passenger_lines"":""2"",""usage"":""main"",""voltage"":""25000""}",way
,,,,rail,,,229021145,1734449794,5,"{""visible"":false,""service"":""siding""}",way
,,,,rail,,,326681683,1745849234,6,"{""visible"":false,""gauge"":""1676"",""service"":""yard""}",way
,,,,rail,,,326733228,1627766176,6,"{""visible"":false,""electrified"":""contact_line"",""frequency"":""50"",""gauge"":""1676"",""layer"":""1"",""service"":""siding"",""voltage"":""25000""}",way
,,,,rail,,,326848213,1745849234,8,"{""visible"":false,""gauge"":""1676"",""service"":""yard""}",way
,,,,rail,,,326848221,1745849234,5,"{""visible"":false,""gauge"":""1676"",""service"":""spur""}",way
,,,,rail,,,326854337,1423288029,1,"{""visible"":false,""electrified"":""contact_line"",""frequency"":""50"",""gauge"":""1676"",""name"":""Western Railway Line"",""note"":""The Operator of the railway line is Indian Railways"",""usage"":""main"",""voltage"":""25000""}",way
,,,,rail,,,326854338,1588890569,11,"{""visible"":false,""electrified"":""contact_line"",""frequency"":""50"",""gauge"":""1676"",""name"":""Western Railway Line"",""passenger_lines"":""2"",""usage"":""main"",""voltage"":""25000""}",way
,,,,rail,,,326854363,1662018372,6,"{""visible"":false,""electrified"":""contact_line"",""frequency"":""50"",""gauge"":""1676"",""passenger_lines"":""2"",""usage"":""main"",""voltage"":""25000""}",way
,,,,rail,,,327575217,1745849234,4,"{""visible"":false,""gauge"":""1676"",""service"":""yard""}",way
,,,,rail,,,424053770,1722420788,7,"{""visible"":false,""electrified"":""contact_line"",""frequency"":""50"",""gauge"":""1676"",""passenger_lines"":""1"",""usage"":""main"",""voltage"":""25000""}",way
,,,,rail,,,456784620,1745849234,4,"{""visible"":false,""gauge"":""1676"",""service"":""yard""}",way
,,,,rail,,,519839559,1627766176,2,"{""visible"":false,""gauge"":""1676"",""service"":""yard""}",way
,,,,rail,,,519839560,1627766176,2,"{""visible"":false,""electrified"":""contact_line"",""frequency"":""50"",""gauge"":""1676"",""service"":""siding"",""voltage"":""25000""}",way
,,,,rail,,,519839564,1504073336,1,"{""visible"":false,""gauge"":""1676"",""service"":""yard""}",way
,,,,rail,,,519839566,1627766176,2,"{""visible"":false,""electrified"":""contact_line"",""frequency"":""50"",""gauge"":""1676"",""service"":""siding"",""voltage"":""25000""}",way
,,,,rail,,,519839571,1627766176,3,"{""visible"":false,""gauge"":""1676"",""service"":""yard""}",way
,,,,rail,,,519839572,1627766176,3,"{""visible"":false,""gauge"":""1676"",""service"":""yard""}",way
,,,,rail,,,519839575,1627766176,2,"{""visible"":false,""gauge"":""1676"",""service"":""yard""}",way
,,,,rail,,,519839577,1627766176,2,"{""visible"":false,""gauge"":""1676"",""service"":""yard""}",way
,,,,rail,,,519839584,1627766176,2,"{""visible"":false,""gauge"":""1676"",""service"":""yard""}",way
,,,,rail,,,519839591,1706602175,3,"{""visible"":false,""electrified"":""contact_line"",""frequency"":""50"",""gauge"":""1676"",""service"":""siding"",""voltage"":""25000""}",way
,,,,rail,,,519839592,1627766176,2,"{""visible"":false,""electrified"":""contact_line"",""frequency"":""50"",""gauge"":""1676"",""service"":""siding"",""voltage"":""25000""}",way
,,,,rail,,,519839593,1504073338,1,"{""visible"":false,""gauge"":""1676"",""service"":""yard""}",way
,,,,rail,,,519849695,1745849234,4,"{""visible"":false,""electrified"":""contact_line"",""frequency"":""50"",""gauge"":""1676"",""name"":""Western Railway Line"",""passenger_lines"":""2"",""service"":""yard"",""voltage"":""25000""}",way
,,,,rail,,,519869092,1745849234,2,"{""visible"":false,""gauge"":""1676"",""service"":""yard""}",way
,,,,rail,,,519869094,1745849234,4,"{""visible"":false,""gauge"":""1676"",""service"":""yard""}",way
,,,,disused,,,519869096,1745849234,2,"{""visible"":false,""gauge"":""1676"",""service"":""siding""}",way
,,,,rail,,,519926308,1588890569,2,"{""visible"":false,""gauge"":""1676""}",way
,,,,rail,,,519926309,1662018372,3,"{""visible"":false,""electrified"":""contact_line"",""frequency"":""50"",""gauge"":""1676"",""passenger_lines"":""2"",""usage"":""main"",""voltage"":""25000""}",way
,,,,rail,,,519926310,1706955297,3,"{""visible"":false,""gauge"":""1676"",""service"":""siding""}",way
,,,,rail,,,519926312,1745849234,3,"{""visible"":false,""gauge"":""1676"",""service"":""siding""}",way
,,,,rail,,,519926314,1588890569,2,"{""visible"":false,""gauge"":""1676"",""service"":""siding""}",way
,,,,rail,,,519926317,1745849234,3,"{""visible"":false,""gauge"":""1676"",""service"":""siding""}",way
,,,,rail,,,519926320,1588890569,2,"{""visible"":false,""gauge"":""1676"",""service"":""yard""}",way
,,,,rail,,,519926325,1745849234,3,"{""visible"":false,""gauge"":""1676"",""service"":""siding""}",way
,,,,rail,,,519926328,1745849234,3,"{""visible"":false,""gauge"":""1676"",""service"":""siding""}",way
,,,,rail,,,519926335,1745849234,4,"{""visible"":false,""gauge"":""1676"",""service"":""siding""}",way
,,,,rail,,,519926341,1745849234,4,"{""visible"":false,""gauge"":""1676"",""service"":""yard""}",way
,,,,rail,,,519926345,1745849234,3,"{""visible"":false,""gauge"":""1676"",""service"":""siding""}",way
,,,,rail,,,520037329,1745849234,3,"{""visible"":false,""gauge"":""1676"",""service"":""yard""}",way
,,,,rail,,,520037334,1745849234,3,"{""visible"":false,""gauge"":""1676"",""service"":""yard""}",way
,,,,rail,,,520037336,1745849234,3,"{""visible"":false,""gauge"":""1676"",""service"":""yard""}",way
,,,,rail,,,520116812,1745849234,4,"{""visible"":false,""gauge"":""1676"",""service"":""yard""}",way
,,,,rail,,,520116818,1745849234,4,"{""visible"":false,""gauge"":""1676"",""service"":""yard""}",way
,,,,rail,,,520116821,1745849234,3,"{""visible"":false,""gauge"":""1676"",""service"":""yard""}",way
,,,,rail,,,520116823,1745849234,3,"{""visible"":false,""gauge"":""1676"",""service"":""yard""}",way
,,,,rail,,,559508820,1684192602,2,"{""visible"":false,""electrified"":""contact_line"",""frequency"":""50"",""gauge"":""1676"",""service"":""siding"",""voltage"":""25000""}",way
,,,,rail,,,559508824,1684192602,2,"{""visible"":false,""electrified"":""contact_line"",""frequency"":""50"",""gauge"":""1676"",""service"":""siding"",""voltage"":""25000""}",way
,,,,rail,,,572498294,1745849234,4,"{""visible"":false,""gauge"":""1676"",""service"":""yard""}",way
,,,,rail,,,572498295,1745849234,4,"{""visible"":false,""gauge"":""1676"",""service"":""yard""}",way
,,,,rail,,,572498297,1745849234,6,"{""visible"":false,""gauge"":""1676"",""service"":""yard""}",way
,,,,subway,,,588756998,1733047023,14,"{""visible"":false,""bridge"":""yes"",""electrified"":""rail"",""gauge"":""1435"",""layer"":""1"",""name"":""Blue Line, Ahmedabad Metro"",""start_date"":""2019-03-04"",""usage"":""main"",""voltage"":""750""}",way
,,,,subway,,,588757000,1733047023,10,"{""visible"":false,""electrified"":""rail"",""gauge"":""1435"",""layer"":""-1"",""name"":""Blue Line, Ahmedabad Metro"",""start_date"":""2022-09-30"",""tunnel"":""yes"",""usage"":""main"",""voltage"":""750""}",way
,,,,subway,,,588757001,1733047023,13,"{""visible"":false,""bridge"":""yes"",""electrified"":""rail"",""gauge"":""1435"",""layer"":""1"",""name"":""Blue Line, Ahmedabad Metro"",""start_date"":""2022-09-30"",""usage"":""main"",""voltage"":""750""}",way
,,,,rail,,,602995034,1745849234,5,"{""visible"":false,""service"":""siding""}",way
,,,,rail,,,602995036,1734449797,5,"{""visible"":false}",way
,,,,rail,,,609570622,1745849234,4,"{""visible"":false,""gauge"":""1676"",""service"":""yard""}",way
,,,,rail,,,609570623,1745849234,4,"{""visible"":false,""gauge"":""1676"",""service"":""yard""}",way
,,,,rail,,,609570624,1745849234,3,"{""visible"":false,""gauge"":""1676"",""service"":""yard""}",way
,,,,rail,,,609570625,1745849234,4,"{""visible"":false,""gauge"":""1676"",""service"":""yard""}",way
,,,,rail,,,609570626,1745849234,3,"{""visible"":false,""gauge"":""1676"",""service"":""yard""}",way
,,,,rail,,,609570627,1745849234,4,"{""visible"":false,""gauge"":""1676"",""service"":""yard""}",way
,,,,rail,,,609570628,1745849234,4,"{""visible"":false,""gauge"":""1676"",""service"":""yard""}",way
,,,,rail,,,609570629,1745849234,4,"{""visible"":false,""gauge"":""1676"",""service"":""yard""}",way
,,,,rail,,,609570631,1745849234,4,"{""visible"":false,""gauge"":""1676"",""service"":""yard""}",way
,,,,rail,,,609570633,1745849234,4,"{""visible"":false,""gauge"":""1676"",""service"":""yard""}",way
,,,,rail,,,609570635,1745849234,3,"{""visible"":false,""gauge"":""1676"",""service"":""yard""}",way
,,,,rail,,,609570637,1745849234,4,"{""visible"":false,""gauge"":""1676"",""service"":""yard""}",way
